License_ID,Customer_ID,Vendor_ID,Product_ID,Number_of_quantities_purchased,Number_of_quantities_activated,Percentage_of_quantities_deployed,Days_since_last_quantity_purchased,Days_since_last_quantity_activated,Avg_gap_in_quantity_purchase,Avg_gap_in_quantity_activated,Direction_Trend_purchased_quantities,Direction_Trend_activated_quantities,Direction_Trend_deployed_quantities,Deployment_Type,Days_since_first_quantity_purchased,Days_since_first_activation,Avg_gap_Purchase_to_Activation,Frequency_of_Product_Purchase,Recency_of_product_purchase,Variants,Subscription_period_derived,Contract_Value,License_Start_Date,License_End_Date,Renewal_Status,Payment_Status,Support_Tickets,Satisfaction_Score,Churn_Risk,Usage_Frequency,Last_Login,Feature_Utilization,Integration_Count,Custom_Configuration,Training_Sessions,Upgrade_History,Downgrade_History,Relative_number_of_products_purchased_from_catalogue,Relative_purchases_qty,Relative_activation_qty,Relative_activation_percentage,Relative_Activated_Variant_percentage,Relative_variant_activation_quantity
L000063,C00013,V0024,P00120,44.0,37.0,59.09090909090909,-379.0,-397.0,267.0,,Downward,Downward,Downward,Development,155.0,144.0,10.333333333333334,3.0,-379.0,V2,365.0,31108.0,2024-07-29,2027-01-14,Cancelled,Pending,5.0,4.0,Low,Daily,2024-12-31 00:00:00,71.0,0.0,False,0.0,2.0,0.0,4.744525547445255,2.5448235974551765,2.496626180836707,84.0909090909091,20.0,2.496626180836707
L000064,C00013,V0024,P00121,76.0,65.0,56.57894736842105,1281.0,1256.0,356.0,359.0,Upward,Upward,Upward,Production,1637.0,1615.0,23.5,2.0,1281.0,V1,365.0,34808.0,2020-07-08,2023-06-29,Active,Pending,1.0,5.0,High,Weekly,2022-10-29,83.0,0.0,True,2.0,0.0,1.0,4.744525547445255,4.395604395604396,4.385964912280701,85.52631578947368,20.0,4.385964912280701
L000065,C00013,V0035,P00186,279.0,230.0,65.59139784946237,1054.0,1036.0,162.25,166.75,Downward,Downward,Downward,Production,1703.0,1703.0,7.2,5.0,1054.0,V2,365.0,271188.0,2020-05-03,2022-05-12,Cancelled,Overdue,4.0,8.0,,Weekly,2024-12-05,60.0,2.0,False,3.0,0.0,1.0,4.744525547445255,16.136495083863505,15.519568151147098,82.43727598566308,20.0,15.519568151147098
L000066,C00013,V0035,P00188,122.0,109.0,67.21311475409836,,-446.0,291.0,296.0,Downward,Downward,Downward,Test,165.0,146.0,24.666666666666668,3.0,-417.0,"V4,V4,V2,V2",730.0,35380.0,2024-07-19,2026-03-23,Cancelled,Pending,0.0,9.0,Low,Daily,2024-12-31 00:00:00,42.0,0.0,True,1.0,3.0,0.0,4.744525547445255,7.056101792943899,7.3549257759784075,89.34426229508196,80.0,7.3549257759784075
L000067,C00013,V0012,P00065,192.0,179.0,70.83333333333334,876.0,865.0,265.0,266.5,,Upward,Upward,Production,1406.0,1398.0,14.0,3.0,876.0,V1,365.0,177984.0,2021-02-24,2022-11-06,Cancelled,Pending,3.0,8.0,High,Monthly,2022-12-13,60.0,5.0,False,1.0,2.0,1.0,4.744525547445255,11.104684788895316,12.078272604588394,93.22916666666666,20.0,12.078272604588394
L000068,C00013,V0012,P00069,70.0,67.0,75.71428571428571,1429.0,1424.0,36.0,40.0,Downward,Downward,Downward,Production,1465.0,1464.0,3.0,2.0,1429.0,"V1,V2",90.0,42560.0,2020-12-27,2023-02-01,Cancelled,Overdue,2.0,2.0,Low,Weekly,2023-09-07,54.0,2.0,,0.0,2.0,1.0,4.744525547445255,4.048582995951417,4.520917678812416,95.71428571428572,40.0,
L000069,C00013,V0007,P00034,174.0,160.0,72.41379310344827,-4.0,-5.0,199.25,199.0,Upward,Upward,Upward,Production,793.0,791.0,13.4,5.0,-4.0,V1,365.0,63162.0,2022-10-30,2026-01-04,Expired,Paid,2.0,10.0,High,Daily,2024-12-31 00:00:00,90.0,0.0,False,1.0,3.0,0.0,4.744525547445255,10.063620589936379,10.796221322537113,91.95402298850574,20.0,10.796221322537113
L000070,C00013,V0007,P00031,153.0,131.0,62.745098039215684,12.0,-4.0,192.75,194.75,Downward,Upward,Downward,Production,783.0,775.0,14.4,5.0,12.0,"V2,V1",30.0,104652.0,2022-11-09,2025-12-19,Expired,Paid,9.0,4.0,Low,Daily,2024-12-31 00:00:00,78.0,2.0,True,3.0,3.0,1.0,4.744525547445255,8.849045691150954,8.83940620782726,85.62091503267973,40.0,8.83940620782726
L000071,C00013,V0007,P00033,60.0,48.0,50.0,31.0,24.0,0.0,0.0,Flat,Flat,Flat,Production,31.0,24.0,7.0,1.0,31.0,V1,730.0,16020.0,2024-11-30,2025-11-30,Expired,Pending,1.0,3.0,Low,Monthly,2024-12-12,86.0,5.0,False,,3.0,0.0,4.744525547445255,3.470213996529786,3.2388663967611335,80.0,20.0,3.2388663967611335
L000072,C00014,V0033,P00162,9.0,9.0,77.77777777777779,1573.0,1567.0,0.0,0.0,Flat,Flat,Flat,Test,1573.0,1567.0,6.0,1.0,1573.0,"V2,V1,V2,V2",365.0,6570.0,2020-09-10,2020-10-10,Cancelled,Pending,5.0,,Low,Weekly,2020-12-22,,0.0,False,0.0,0.0,1.0,2.5547445255474455,0.7867132867132868,0.9719222462203023,100.0,80.0,0.9719222462203023
L000073,C00014,V0008,P00043,178.0,130.0,55.0561797752809,501.0,495.0,155.5,150.75,Upward,Downward,Downward,Production,1123.0,1098.0,14.8,5.0,501.0,V1,365.0,160734.0,2021-12-04,2024-08-17,Cancelled,Pending,10.0,9.0,Low,Weekly,2024-01-17,26.0,4.0,False,1.0,0.0,0.0,2.5547445255474455,15.55944055944056,14.038876889848812,73.03370786516854,20.0,14.038876889848812
L000074,C00014,V0008,P00036,241.0,172.0,53.941908713692946,759.0,730.0,173.33333333333334,183.0,Upward,Upward,Upward,Production,1279.0,1279.0,13.5,4.0,759.0,"V1,V4,V1,V5",365.0,40970.0,2021-07-01,2023-12-03,Active,Paid,4.0,9.0,High,Monthly,2023-07-24,30.0,2.0,True,0.0,,1.0,2.5547445255474455,21.066433566433567,18.57451403887689,71.36929460580913,80.0,18.57451403887689
L000075,C00014,V0003,P00019,285.0,252.0,71.57894736842105,-114.0,-143.0,,134.66666666666666,Upward,Upward,Upward,Production,284.0,261.0,26.0,4.0,-114.0,"V1,V1",1095.0,280725.0,2024-03-22,2025-07-23,Cancelled,Paid,3.0,10.0,Low,Monthly,2024-12-31 00:00:00,20.0,3.0,True,2.0,0.0,0.0,2.5547445255474455,24.91258741258741,27.213822894168466,88.42105263157895,40.0,27.213822894168466
L000076,C00014,V0003,P00017,196.0,163.0,63.26530612244898,77.0,72.0,63.5,57.5,Upward,Upward,Upward,Production,204.0,187.0,7.333333333333333,3.0,77.0,V1,90.0,,2024-06-10,2025-01-13,Cancelled,Overdue,7.0,1.0,High,Weekly,2024-11-21,37.0,2.0,False,2.0,,0.0,2.5547445255474455,17.132867132867133,17.60259179265659,83.16326530612244,20.0,17.60259179265659
L000077,C00014,,P00078,98.0,87.0,60.204081632653065,658.0,644.0,152.0,153.0,Downward,Downward,Downward,Development,810.0,797.0,13.5,2.0,658.0,"V1,V2,V5,V4",365.0,36848.0,2022-10-13,2023-04-13,Expired,Paid,9.0,1.0,Medium,Daily,2024-11-22,78.0,2.0,True,2.0,3.0,1.0,2.5547445255474455,8.566433566433567,9.395248380129589,88.77551020408163,80.0,9.395248380129589
L000078,C00014,V0002,P00006,137.0,113.0,61.31386861313869,254.0,227.0,218.5,224.0,Upward,Upward,Upward,Development,691.0,675.0,14.333333333333334,3.0,254.0,V2,90.0,,2023-02-09,2025-04-21,Cancelled,Overdue,6.0,9.0,High,Daily,2024-07-23,73.0,0.0,True,2.0,1.0,1.0,2.5547445255474455,11.975524475524475,12.203023758099352,82.48175182481752,20.0,12.203023758099352
L000079,C00015,V0036,P00194,92.0,76.0,59.78260869565217,825.0,815.0,308.0,301.0,Downward,,,Development,1441.0,1417.0,14.666666666666666,3.0,825.0,"V2,V4,V3,V3",365.0,20884.0,2021-01-20,2022-12-27,Cancelled,Overdue,7.0,10.0,High,Monthly,2024-10-16,86.0,4.0,False,1.0,0.0,1.0,8.02919708029197,3.0104712041884816,,82.6086956521739,80.0,2.9618082618862043
L000080,C00015,V0036,P00196,228.0,194.0,59.64912280701754,914.0,908.0,163.25,158.25,Downward,Downward,Downward,Production,1567.0,1541.0,17.0,5.0,914.0,V1,1095.0,156408.0,2020-09-16,2023-07-01,Expired,Pending,9.0,3.0,Medium,Monthly,2022-11-13,82.0,4.0,False,3.0,0.0,1.0,8.02919708029197,7.460732984293193,7.560405300077942,85.08771929824562,20.0,7.560405300077942
L000081,C00015,V0030,P00148,72.0,53.0,62.5,1181.0,1177.0,0.0,0.0,Flat,Flat,Flat,Production,1181.0,1177.0,4.0,1.0,1181.0,"V2,V2",730.0,51336.0,,2022-10-07,Cancelled,Paid,8.0,7.0,High,Monthly,2022-07-29,95.0,0.0,False,1.0,0.0,0.0,8.02919708029197,2.356020942408377,2.0654715510522212,73.61111111111111,40.0,2.0654715510522212
L000082,C00015,V0030,P00147,204.0,177.0,62.254901960784316,369.0,363.0,244.33333333333334,237.66666666666666,Downward,,Downward,Production,1102.0,1076.0,19.5,4.0,369.0,"V3,V1",730.0,66504.0,2021-12-25,2024-12-27,Cancelled,Pending,6.0,10.0,High,Weekly,2024-07-29,88.0,1.0,False,3.0,2.0,0.0,8.02919708029197,6.675392670157068,6.897895557287607,86.76470588235294,40.0,6.897895557287607
L000083,C00015,V0039,P00217,191.0,162.0,60.73298429319372,,-392.0,128.33333333333334,128.0,Downward,Downward,Downward,Production,20.0,-8.0,20.25,4.0,-365.0,"V1,V5,V1,V5,V1",365.0,169608.0,2024-12-11,2026-12-31,Expired,Overdue,8.0,1.0,Low,Monthly,2024-12-31 00:00:00,85.0,2.0,True,1.0,0.0,1.0,,6.25,6.313328137178488,84.81675392670157,100.0,6.313328137178488
L000084,C00015,V0039,P00219,118.0,100.0,52.54237288135594,-926.0,-940.0,358.3333333333333,355.3333333333333,Upward,Upward,Upward,Production,149.0,126.0,14.75,4.0,-926.0,"V1,V1,V4,V3",90.0,46610.0,2024-08-04,2028-07-14,Cancelled,Overdue,5.0,2.0,Low,Monthly,,71.0,5.0,True,3.0,,1.0,8.02919708029197,3.8612565445026177,3.897116134060795,84.7457627118644,80.0,3.897116134060795
L000085,C00015,V0039,,211.0,173.0,61.137440758293835,-785.0,-794.0,270.25,270.25,Downward,Downward,Downward,Production,296.0,287.0,16.0,5.0,-785.0,"V2,V4,V3",1095.0,62245.0,2024-03-10,2028-02-24,Active,Pending,6.0,10.0,Medium,Monthly,2024-12-31 00:00:00,49.0,5.0,False,2.0,0.0,1.0,8.02919708029197,6.904450261780106,6.742010911925175,81.99052132701422,60.0,6.742010911925175
L000086,C00015,V0038,P00207,215.0,172.0,56.74418604651162,-223.0,-229.0,162.75,160.75,Upward,Upward,Upward,Development,,414.0,11.6,5.0,-223.0,V2,,75465.0,2023-10-30,2026-08-11,Expired,Overdue,0.0,7.0,Medium,Monthly,2024-12-31 00:00:00,95.0,2.0,,3.0,0.0,0.0,8.02919708029197,7.035340314136125,6.703039750584567,80.0,20.0,6.703039750584567
L000087,C00015,V0038,P00208,139.0,115.0,66.90647482014388,-148.0,-174.0,353.0,349.0,Upward,Upward,Upward,Production,205.0,175.0,28.0,2.0,-148.0,V5,730.0,91184.0,2024-06-09,2026-05-28,Cancelled,Paid,8.0,2.0,High,Weekly,2024-12-31 00:00:00,33.0,0.0,True,2.0,0.0,0.0,8.02919708029197,4.548429319371728,4.481683554169915,82.73381294964028,20.0,4.481683554169915
L000088,C00015,V0038,P00209,200.0,180.0,71.5,119.0,92.0,173.75,175.5,Downward,Downward,Downward,Development,814.0,794.0,19.0,5.0,119.0,"V3,V2,V2,V3",365.0,58600.0,2022-10-09,2025-09-03,Expired,Pending,4.0,5.0,Medium,Monthly,2024-10-07,85.0,4.0,True,1.0,3.0,0.0,8.02919708029197,6.544502617801047,7.01480904130943,90.0,80.0,7.01480904130943
L000089,C00015,V0019,P00097,7.0,7.0,71.42857142857143,253.0,240.0,0.0,0.0,Flat,Flat,Flat,Production,253.0,240.0,13.0,1.0,253.0,"V1,V2",365.0,3584.0,2024-04-22,2024-07-21,Active,Pending,2.0,6.0,Medium,Monthly,2024-12-23,93.0,3.0,True,1.0,0.0,0.0,8.02919708029197,0.22905759162303663,0.2727981293842557,100.0,40.0,0.2727981293842557
L000090,C00015,V0034,P00166,86.0,76.0,58.139534883720934,960.0,932.0,87.0,95.0,Downward,Downward,Downward,Production,1047.0,1027.0,24.0,2.0,960.0,V1,365.0,27864.0,2022-02-18,,Active,Pending,6.0,2.0,Low,Monthly,2023-10-18,87.0,4.0,,2.0,1.0,0.0,8.02919708029197,2.81413612565445,2.9618082618862043,88.37209302325581,20.0,
L000091,C00015,V0034,P00179,,169.0,58.87850467289719,1028.0,1013.0,219.0,220.66666666666666,Downward,Flat,Upward,Production,1685.0,1675.0,11.75,4.0,1028.0,"V1,V2,V2",90.0,121338.0,2020-05-21,2024-03-08,Expired,Overdue,4.0,1.0,High,Daily,2024-03-28,42.0,2.0,True,1.0,3.0,0.0,8.02919708029197,7.00261780104712,6.586126266562744,78.97196261682244,60.0,6.586126266562744
L000092,C00015,V0009,P00046,90.0,76.0,62.22222222222222,1046.0,1022.0,114.0,112.5,Upward,Upward,Upward,Test,1274.0,,23.333333333333332,3.0,1046.0,"V3,V3,V5,V3,V4",90.0,83970.0,2021-07-06,2023-02-19,Expired,Pending,10.0,7.0,Low,Monthly,2022-12-18,,1.0,False,2.0,0.0,0.0,8.02919708029197,2.945026178010471,2.9618082618862043,84.44444444444444,100.0,2.9618082618862043
L000093,C00015,V0009,P00047,71.0,66.0,67.6056338028169,1808.0,1796.0,0.0,0.0,Flat,Flat,Flat,Development,1808.0,1796.0,12.0,1.0,1808.0,"V3,V3,V1",365.0,15123.0,2020-01-19,2021-01-18,Cancelled,Pending,5.0,10.0,High,Monthly,2023-02-14,25.0,5.0,,1.0,3.0,1.0,8.02919708029197,2.323298429319372,2.5720966484801244,92.95774647887323,60.0,2.5720966484801244
L000094,C00015,V0044,P00236,49.0,39.0,63.26530612244898,116.0,94.0,0.0,0.0,Flat,Flat,Flat,Production,116.0,94.0,22.0,1.0,116.0,"V1,V3,V1",730.0,44541.0,2024-09-06,2025-09-06,Expired,Pending,8.0,2.0,High,Weekly,2024-12-22,61.0,0.0,False,2.0,2.0,0.0,8.02919708029197,1.6034031413612566,1.5198752922837102,79.59183673469387,60.0,1.5198752922837102
L000095,C00015,V0044,P00235,205.0,167.0,64.8780487804878,690.0,685.0,163.0,164.0,Upward,Upward,Upward,Production,1342.0,1341.0,12.4,5.0,690.0,"V1,V4",30.0,130380.0,2021-04-29,2024-02-10,Cancelled,Overdue,1.0,2.0,High,Monthly,2023-09-03,50.0,3.0,True,2.0,3.0,0.0,8.02919708029197,6.708115183246073,6.508183943881527,81.46341463414633,40.0,6.508183943881527
L000096,C00015,V0013,P00075,164.0,135.0,56.09756097560976,739.0,716.0,317.0,334.0,Downward,Downward,Downward,Production,1056.0,1050.0,14.5,2.0,739.0,V1,365.0,51988.0,2022-02-09,2023-03-23,Expired,Paid,0.0,2.0,High,Daily,2024-05-30,34.0,3.0,True,1.0,2.0,1.0,8.02919708029197,5.366492146596859,5.2611067809820735,82.3170731707317,20.0,5.2611067809820735
L000097,C00015,V0029,P00143,184.0,157.0,60.32608695652174,428.0,414.0,206.5,209.0,Upward,Upward,Upward,Production,841.0,832.0,13.666666666666666,3.0,428.0,V1,730.0,77648.0,2022-09-12,2024-10-29,Active,Overdue,,,Medium,Daily,2024-09-01,88.0,1.0,True,0.0,0.0,0.0,8.02919708029197,6.020942408376963,6.1184723304754485,85.32608695652173,20.0,6.1184723304754485
L000098,C00015,V0029,P00144,167.0,133.0,58.08383233532935,-309.0,-323.0,249.33333333333334,244.33333333333334,Downward,Downward,Downward,Production,439.0,410.0,17.75,4.0,-309.0,"V3,V2,V3",365.0,24716.0,2023-10-19,2026-02-03,Active,Paid,5.0,4.0,Low,Monthly,2024-12-31 00:00:00,43.0,3.0,False,3.0,1.0,1.0,8.02919708029197,5.464659685863874,,79.64071856287424,60.0,5.183164458300857
L000099,C00015,V0023,P00118,128.0,118.0,60.15625,936.0,928.0,156.66666666666666,151.66666666666666,Downward,Upward,Downward,Production,,1383.0,19.75,4.0,936.0,"V2,V3,V3",365.0,69120.0,2021-02-24,2023-06-09,Active,Pending,4.0,9.0,Medium,Weekly,2023-01-09,61.0,5.0,False,0.0,2.0,1.0,8.02919708029197,4.18848167539267,4.5985970381917385,92.1875,60.0,4.5985970381917385
L000100,C00015,V0023,P00116,21.0,21.0,71.42857142857143,-54.0,-58.0,229.0,225.0,Downward,Downward,Downward,Production,175.0,167.0,6.0,2.0,-54.0,"V2,V4,V5",30.0,4662.0,2024-07-09,2025-05-24,Cancelled,Overdue,1.0,5.0,Medium,Monthly,2024-12-31 00:00:00,74.0,0.0,False,2.0,3.0,0.0,8.02919708029197,0.68717277486911,0.8183943881527669,100.0,60.0,0.8183943881527669
L000101,C00016,V0026,P00130,149.0,126.0,65.1006711409396,-101.0,-125.0,133.5,132.0,Downward,Downward,Downward,Production,166.0,139.0,20.666666666666668,3.0,-101.0,V2,90.0,143636.0,2024-07-18,2026-04-11,Cancelled,Overdue,6.0,2.0,High,Monthly,2024-12-31 00:00:00,95.0,3.0,True,1.0,3.0,1.0,5.109489051094891,6.956115779645192,7.007786429365963,84.56375838926175,20.0,7.007786429365963
L000102,C00016,V0026,P00126,104.0,101.0,52.88461538461539,-125.0,-125.0,322.0,312.0,Upward,Upward,Upward,Production,519.0,499.0,14.333333333333334,3.0,-125.0,V4,365.0,55536.0,2023-07-31,2026-05-05,Active,Pending,4.0,10.0,Low,Daily,2024-12-31 00:00:00,,3.0,False,2.0,2.0,0.0,5.109489051094891,4.855275443510738,5.617352614015573,97.11538461538461,20.0,5.617352614015573
L000103,C00016,V0034,P00181,185.0,162.0,70.27027027027027,50.0,26.0,268.5,267.0,Downward,Downward,Downward,Production,587.0,560.0,23.333333333333332,3.0,50.0,"V2,V2",365.0,,2023-05-24,2025-11-11,Cancelled,Paid,1.0,,Low,Monthly,2024-12-25,65.0,0.0,True,0.0,0.0,1.0,5.109489051094891,8.636788048552754,9.010011123470523,87.56756756756758,40.0,9.010011123470523
L000104,C00016,V0024,P00119,135.0,119.0,71.85185185185186,582.0,553.0,171.0,183.0,Upward,Upward,Downward,Test,924.0,919.0,18.666666666666668,3.0,582.0,V2,30.0,69795.0,2022-06-21,2024-05-28,Cancelled,Pending,10.0,4.0,High,Daily,2024-12-05,92.0,5.0,False,2.0,1.0,0.0,5.109489051094891,6.302521008403361,6.618464961067853,88.14814814814815,20.0,6.618464961067853
L000105,C00016,V0024,P00120,92.0,83.0,71.73913043478261,424.0,404.0,30.0,25.0,Upward,Upward,Upward,Production,454.0,429.0,22.5,2.0,424.0,"V5,V5,V1",365.0,65044.0,2023-10-04,2024-11-02,Cancelled,Pending,6.0,1.0,Medium,Weekly,2024-03-23,71.0,3.0,True,2.0,3.0,1.0,5.109489051094891,4.295051353874883,4.616240266963293,90.21739130434783,60.0,4.616240266963293
L000106,C00016,V0001,P00001,163.0,,61.34969325153374,-191.0,-218.0,230.33333333333334,231.66666666666666,Upward,Upward,Upward,Production,500.0,477.0,26.25,4.0,-191.0,V1,,152079.0,2023-08-19,2025-08-09,Active,,7.0,6.0,High,Daily,2024-12-31 00:00:00,76.0,5.0,True,1.0,3.0,0.0,5.109489051094891,7.609710550887021,7.675194660734149,84.66257668711657,20.0,7.675194660734149
L000107,C00016,V0021,P00107,23.0,20.0,69.56521739130434,513.0,510.0,0.0,0.0,Flat,Flat,Flat,Production,513.0,510.0,3.0,1.0,513.0,V1,730.0,14812.0,2023-08-06,2023-11-04,Expired,Overdue,4.0,7.0,High,Weekly,2023-09-08,74.0,3.0,True,3.0,1.0,1.0,5.109489051094891,1.0737628384687208,1.1123470522803114,86.95652173913044,20.0,1.1123470522803114
L000108,C00016,V0021,P00103,268.0,216.0,56.343283582089555,-188.0,-204.0,158.25,159.5,Upward,Upward,Upward,Test,445.0,434.0,16.6,5.0,-188.0,"V2,V2",365.0,198588.0,2023-10-13,2026-07-07,Expired,Paid,5.0,5.0,Medium,Monthly,2024-12-31 00:00:00,68.0,2.0,,0.0,3.0,1.0,5.109489051094891,12.511671335200747,12.013348164627363,80.59701492537313,40.0,12.013348164627363
L000109,C00016,V0014,P00079,153.0,127.0,,-502.0,-523.0,256.0,258.75,Upward,Upward,Upward,Production,522.0,512.0,,5.0,-502.0,V1,365.0,16371.0,,2026-08-15,Expired,Paid,3.0,2.0,Medium,Daily,2024-12-31 00:00:00,26.0,2.0,False,1.0,2.0,1.0,5.109489051094891,7.142857142857142,7.063403781979978,83.00653594771242,20.0,7.063403781979978
L000110,C00016,V0014,P00078,195.0,176.0,63.07692307692307,-34.0,-61.0,183.0,183.0,Downward,Downward,Downward,Production,332.0,305.0,22.333333333333332,3.0,-34.0,V2,90.0,73320.0,2024-02-03,2026-02-03,Expired,Pending,0.0,1.0,,Weekly,2024-12-31 00:00:00,76.0,5.0,False,2.0,0.0,1.0,,9.103641456582633,9.788654060066742,90.25641025641026,20.0,9.788654060066742
L000111,C00016,V0031,P00153,171.0,134.0,58.47953216374269,871.0,843.0,141.5,144.5,Upward,Upward,Upward,Production,1437.0,1421.0,21.6,5.0,871.0,"V2,V2",730.0,124488.0,2021-01-24,2023-08-13,Cancelled,Paid,6.0,10.0,High,Monthly,2023-04-18,78.0,4.0,False,2.0,0.0,0.0,5.109489051094891,7.9831932773109235,7.452725250278086,78.3625730994152,40.0,7.452725250278086
L000112,C00016,V0031,P00152,120.0,80.0,55.00000000000001,702.0,679.0,144.66666666666666,143.0,Upward,Upward,Upward,Test,1136.0,1108.0,22.75,4.0,702.0,V2,365.0,92640.0,2021-11-21,2026-01-28,Active,Pending,1.0,10.0,High,Monthly,2023-11-14,68.0,3.0,True,3.0,2.0,1.0,5.109489051094891,5.602240896358544,4.4493882091212456,66.66666666666666,20.0,4.4493882091212456
L000113,C00016,V0008,P00042,180.0,135.0,46.666666666666664,415.0,410.0,166.33333333333334,163.66666666666666,Upward,Upward,Upward,Production,914.0,901.0,10.75,4.0,415.0,"V3,V1,V5,V1,V4",365.0,149220.0,2022-07-01,2024-11-11,Cancelled,Paid,,4.0,Medium,Daily,2024-12-01,82.0,0.0,True,0.0,1.0,0.0,5.109489051094891,8.403361344537815,7.508342602892102,75.0,100.0,7.508342602892102
L000114,C00016,V0036,P00198,204.0,181.0,69.6078431372549,221.0,199.0,160.66666666666666,,Downward,Downward,Downward,Production,703.0,675.0,24.5,4.0,221.0,"V3,V3,V1",365.0,134232.0,2023-01-28,2024-08-22,Active,Overdue,5.0,8.0,Medium,Daily,2024-09-25,20.0,5.0,,1.0,0.0,1.0,5.109489051094891,9.523809523809524,10.066740823136819,88.72549019607843,60.0,10.066740823136819
L000115,C00017,V0018,P00094,170.0,145.0,65.29411764705883,1758.0,1751.0,57.0,48.0,Upward,Upward,Upward,Development,1815.0,1799.0,11.5,2.0,1758.0,V1,365.0,19890.0,2020-01-12,2021-03-09,Cancelled,Pending,4.0,10.0,Medium,Daily,2020-05-04,32.0,3.0,False,3.0,2.0,0.0,2.9197080291970803,11.938202247191011,11.934156378600823,85.29411764705883,20.0,11.934156378600823
L000116,C00017,V0018,P00095,186.0,164.0,62.903225806451616,740.0,736.0,221.5,209.5,Upward,Upward,Upward,Production,1183.0,1155.0,19.333333333333332,3.0,740.0,"V1,V2",365.0,28272.0,2021-10-05,2025-12-21,Cancelled,Overdue,2.0,3.0,Medium,Monthly,2023-08-30,54.0,2.0,True,0.0,1.0,0.0,2.9197080291970803,13.06179775280899,13.497942386831276,88.17204301075269,40.0,13.497942386831276
L000117,C00017,V0018,P00091,340.0,283.0,60.588235294117645,216.0,197.0,245.0,244.75,Downward,Downward,Downward,Production,1196.0,1176.0,19.0,5.0,216.0,V2,730.0,116960.0,2021-09-22,2025-05-29,Active,Overdue,2.0,7.0,Medium,Weekly,2024-08-16,46.0,0.0,True,2.0,2.0,0.0,2.9197080291970803,23.876404494382022,23.292181069958847,83.23529411764706,20.0,23.292181069958847
L000118,C00017,V0033,P00159,48.0,43.0,60.416666666666664,1204.0,1190.0,132.0,,Downward,Downward,,Production,1336.0,1307.0,21.5,2.0,1204.0,V1,365.0,35568.0,2021-05-05,2023-09-14,Active,Pending,8.0,6.0,Medium,Weekly,2022-09-09,80.0,4.0,True,0.0,0.0,1.0,2.9197080291970803,3.3707865168539324,,89.58333333333334,,3.539094650205761
L000119,C00017,V0033,P00160,290.0,235.0,61.724137931034484,-590.0,-599.0,199.25,198.75,Downward,Downward,Downward,Production,207.0,196.0,8.8,5.0,-590.0,V3,365.0,36540.0,2024-06-07,2026-09-12,Cancelled,Pending,9.0,3.0,High,Monthly,2024-12-31 00:00:00,24.0,2.0,True,2.0,3.0,0.0,2.9197080291970803,20.365168539325843,19.34156378600823,81.03448275862068,20.0,19.34156378600823
L000120,C00017,V0033,P00162,77.0,71.0,72.72727272727273,770.0,756.0,67.0,61.0,Upward,Upward,Upward,Production,837.0,817.0,17.0,2.0,770.0,"V3,V3",1095.0,56210.0,2022-09-16,2023-11-22,Expired,Paid,7.0,3.0,Low,Weekly,2023-03-27,43.0,1.0,False,0.0,1.0,1.0,2.9197080291970803,5.407303370786517,5.843621399176955,92.20779220779221,40.0,5.843621399176955
L000121,C00017,V0026,P00132,98.0,73.0,60.204081632653065,1344.0,1341.0,37.0,11.0,Downward,Downward,Downward,Production,1381.0,1352.0,16.0,2.0,1344.0,"V2,V1",365.0,65954.0,2021-03-21,2024-04-26,Active,Paid,0.0,5.0,High,Daily,2023-04-08,24.0,5.0,False,0.0,1.0,0.0,2.9197080291970803,6.882022471910113,6.008230452674898,74.48979591836735,40.0,6.008230452674898
L000122,C00017,V0026,P00126,215.0,201.0,65.58139534883722,123.0,108.0,210.0,205.0,Downward,Upward,Upward,Test,543.0,518.0,22.0,3.0,123.0,V2,365.0,114810.0,2023-07-07,2026-08-30,Active,Overdue,10.0,2.0,High,Daily,2024-09-25,84.0,3.0,True,0.0,3.0,0.0,,,16.543209876543212,93.48837209302326,20.0,16.543209876543212
L000123,C00018,V0044,P00240,276.0,233.0,64.85507246376811,435.0,431.0,356.0,356.0,Downward,Downward,Downward,Production,1503.0,1499.0,7.75,4.0,435.0,V2,730.0,11868.0,2020-11-19,2024-01-21,Expired,Pending,3.0,4.0,Low,Daily,2024-04-13,78.0,1.0,True,1.0,1.0,0.0,5.474452554744526,11.724723874256584,11.500493583415597,84.42028985507247,20.0,11.500493583415597
L000124,C00018,V0044,P00243,250.0,216.0,64.0,902.0,878.0,363.0,364.0,Downward,Downward,Downward,Production,1628.0,1606.0,19.0,3.0,902.0,"V1,V3",90.0,123750.0,2020-07-17,2023-07-13,Active,Overdue,2.0,4.0,Low,Monthly,2023-03-26,57.0,1.0,False,0.0,1.0,1.0,5.474452554744526,10.620220900594731,10.661401776900297,86.4,40.0,10.661401776900297
L000125,C00018,V0044,P00249,93.0,79.0,60.215053763440864,1212.0,1212.0,0.0,0.0,Flat,Flat,Flat,Production,1212.0,1212.0,0.0,1.0,1212.0,"V2,V3",90.0,11718.0,2021-09-06,2023-09-06,Expired,Paid,8.0,1.0,Medium,Weekly,2022-10-27,26.0,5.0,False,2.0,1.0,0.0,5.474452554744526,3.95072217502124,3.8993089832181638,84.94623655913979,40.0,3.8993089832181638
